14398,19725
20334,10093
7220,15944
2014,14181
7964,17417
4216,13751
15649,17377
7912,17631
13598,18454
3829,3964
22035,19384
3863,9661
8916,10287
2082,6043
13503,22385
6848,14271
8893,21648
11771,18886
978,13087
3004,19399
356,20770
5834,16903
16425,10544
17581,18543
15006,10468
290,16505
14349,10729
5559,9877
4000,14485
5503,6767
11341,19030
3205,9412
8529,21179
3864,11332
2134,17475
2235,17532
7325,17171
897,7584
10783,16319
6105,10628
3896,9663
3469,12911
6308,14414
8482,15620
3094,5614
2875,1339
815,9279
4011,14585
8585,2441
6616,10426
7824,11117
81,7499
8405,6236
3070,19539
9319,9919
21588,19432
17242,16972
9681,22248
12773,10790
5390,12629
11043,12500
10767,12707
5483,10606
17878,21273
14172,21475
3334,22265
7218,21684
9843,16336
8879,21085
14426,19147
13572,19171
9603,19569
18612,18689
15560,18887
11856,22144
3781,14577
7735,11430
5396,16503
6151,19792
17831,20083
22171,21226
113,18100
12898,15035
3892,12464
21157,22020
6078,8544
7735,5698
4063,22403
2874,10400
5618,11988
6232,11562
89,4769
5133,13735
11498,14777
2278,22404
9172,16960
7142,8735
848,10018
701,11737
6848,10747
17942,21416
7409,18247
3601,18282
7460,9557
18448,20632
9220,17402
12587,19053
6086,9342
7362,20660
17025,19757
1107,5509
6322,21930
22388,8668
4149,7966
2037,14497
16680,22190
15612,14606
19930,20337
9963,14134
8482,16476
2340,17983
12701,21666
5307,11332
11340,11426
2847,16741
3713,21497
10578,11280
22265,19870
2416,19493
12628,14551
3878,13175
9057,9244
12116,16336
11424,9408
9133,19803
13297,13361
1023,2464
2024,14063
8049,15448
7566,21491
2290,7979
13915,19347
11611,21614
17086,21656
13790,10416
9600,21730
4091,4338
12353,19792
2280,15153
2759,11725
1565,16166
15241,8321
11946,12018
15240,20594
11465,19499
11260,7567
10959,22186
10529,14809
14841,8467
8327,9360
306,16984
2420,7412
7297,8664
13500,20590
10861,21718
11683,20700
9239,13596
12500,14344
10202,20276
11003,18706
12371,16997
2518,8168
14646,9760
5703,14063
3090,11142
8064,10962
5953,15098
12586,18587
8027,18354
3070,16436
4851,1225
7093,17190
8961,11430
11605,16977
3728,16127
7080,9173
17901,10630
15159,16122
11244,5432
11679,3047
5284,16553
11485,15808
2442,15649
5636,8843
1021,2825
1123,10445
367,2890
968,3990
9677,15096
2938,5632
11173,12514
5023,17866
2442,4672
18529,19943
17439,22404
2773,12023
10464,20866
601,7498
5790,10256
13601,17662
3499,10554
6603,13537
14350,20745
1761,18951
7197,18658
9946,18858
701,18273
5123,9744
10392,14144
13783,19677
15690,17818
4074,20261
17386,11005
3999,13122
6189,14166
10330,16760
3199,20880
6140,12893
15934,21749
10781,21998
16155,21457
10432,22073
17993,20020
6486,19777
7357,18773
11253,6053
3298,17865
16324,19177
10783,12461
14530,18729
7268,13844
1213,17632
13459,18034
9893,12135
4906,19070
4296,9514
11127,19261
8535,14076
9562,10995
11605,14497
1627,20031
8999,9138
15908,19127
672,13984
2355,21068
13267,14799
3566,5959
19347,22375
2151,19654
2676,17460
12615,16444
9441,10824
12102,15963
3641,6181
9987,10717
3070,19442
8669,18087
14712,17360
6349,19654
13821,21729
17216,6625
16405,20839
5773,10962
6947,16869
9255,16828
4741,12786
5562,1849
3115,8139
2544,21550
3694,13352
4751,7606
2422,22398
11003,12485
3322,10487
17148,17464
4293,9454
4358,20660
1266,2434
12371,14646
9893,20173
9678,15950
15245,22444
16958,18757
10281,11003
18056,19083
9939,11352
2442,12088
5458,4993
17453,11149
8476,19432
3669,20342
757,16977
45,7887
16194,14497
3342,13690
12007,18827
606,6399
3100,19086
477,9618
60,11611
10063,12464
4609,10292
20042,8243
15899,21041
9784,10379
614,19870
9133,15713
10506,11136
19795,20433
2496,14192
1101,5258
13309,18573
16932,17494
3242,17476
9419,20559
13228,6116
10643,14528
942,10972
14,20655
897,14348
10566,17769
285,11332
2930,20358
2610,5155
65,13244
3024,3521
2062,19369
1387,3520
3094,8891
5458,14031
3293,7392
4087,5183
14009,17182
13982,18069
8584,19838
6730,10957
21120,21764
187,15957
11892,14169
9176,18850
20564,21394
4057,4899
12745,19127
16155,18779
14168,18662
17325,17866
14659,21855
9379,6316
3678,12058
20135,21703
14229,21020
12936,17402
11401,9125
1271,9677
7313,21030
3376,10238
831,12248
710,19776
5099,7138
1401,12513
3063,16210
1940,20499
5650,6721
9972,20655
8026,9523
652,10134
6466,7091
2565,4147
6549,7025
3328,9949
13950,17986
7648,18283
7275,8733
12515,18544
13294,20441
6132,11592
18216,19190
669,14722
2245,16791
364,20147
1207,18307
6147,11248
16028,17650
5961,15240
861,14577
15177,10912
1774,13636
17112,17866
1703,5764
14467,16370
12500,15437
1763,10715
2323,14729
16361,6130
10117,14413
9367,21708
8418,9646
10995,17684
19988,22373
7460,13432
5525,16103
5755,15151
4502,11756
17565,21120
19403,20603
5942,19023
7108,16618
3726,16146
16626,20608
10136,15594
739,20513
8897,12464
127,11892
12692,12969
7269,13690
2751,13285
8216,17010
14730,15500
9692,5230
18337,22287
12934,17941
10783,16414
8099,20677
4882,19307
8251,15612
7357,20797
12308,9603
11462,20775
7310,11351
1620,18603
4036,19743
20433,22248
4994,10641
1583,1654
4288,17386
12424,15552
5513,17258
4973,13232
1780,16688
8142,14168
9986,14791
19399,21489
8993,2121
1169,13294
1138,5791
14341,19743
507,9891
2628,21066
8857,11901
367,14207
5007,11323
6163,9762
4084,9330
13082,13568
1654,5203
10060,18338
11341,20575
13537,20997
8232,11323
16015,14862
9074,11341
11158,12677
10063,15141
8770,18128
20414,21570
6338,16824
159,9125
2617,22096
2767,16399
15857,20896
16015,15632
3062,15056
18539,19964
620,10503
7011,9171
3499,17866
9850,12831
2992,16274
13426,14513
6361,16524
9068,21729
13865,21214
8913,22318
13062,19272
1387,12249
1271,11341
701,17108
12308,9987
9603,15684
603,3056
7080,8972
9319,20067
3302,22376
530,8139
1018,11962
4025,11872
8077,12788
10959,14348
20632,21254
8619,22208
924,10152
11059,18939
4118,18167
5626,14478
5798,7352
13232,18423
10972,15039
5808,19743
14497,16648
7855,20142
13378,13652
3838,21631
9210,6949
346,16945
3541,4257
15601,22060
3070,14770
7598,16019
582,19432
20620,21168
11291,19065
8505,19198
13367,14738
2442,3242
1750,8216
7231,14746
10286,21323
12270,21062
5577,10562
14611,19428
17048,19204
14898,21708
14338,19650
9968,13737
10426,10339
496,5064
11591,16870
19539,20745
11548,11834
9910,20758
3561,11746
7096,15531
12288,15830
7867,17202
701,21685
12593,16146
305,15603
4265,13791
917,9528
12359,19332
4987,7289
1654,6140
12298,16618
8667,11342
10209,14533
6773,17033
4772,5587
5926,16921
4596,12873
5439,21307
14286,15704
8972,20342
2154,10972
17525,21419
15337,19277
5691,9360
13264,11657
8773,18903
15945,17999
1224,21491
1665,5051
7905,16136
7767,9554
2813,4907
17994,18006
1654,7653
3956,20031
14969,21179
559,4235
12518,21799
848,2135
4670,18856
8117,17221
19050,20510
1531,11745
8482,19877
1500,10205
18512,19841
10528,21144
18931,19989
5994,11557
16052,21763
19752,12518
6222,14497
17425,18410
15749,17207
15943,7354
7930,22081
4112,19757
6863,21624
12464,14082
10963,19640
8585,16909
3130,21807
1503,11166
15934,17359
10257,17221
243,19628
3070,7357
341,992
4183,7357
647,3606
2434,18034
4159,21362
16743,21315
17434,19000
11821,22437
11756,21856
2342,17883
10365,14113
13569,5888
16427,21907
11181,51
3906,20778
1731,9784
14678,18645
5655,9367
12593,20837
2715,16681
1037,20198
14363,21430
6632,18727
15236,22012
5086,17378
18642,21696
18707,13540
17967,19192
2463,16849
6587,12461
2280,19948
501,10843
754,12464
6851,20398
6957,20969
13865,22124
49,280
9319,21033
11253,14948
22100,13505
3702,7305
664,21025
2961,20462
1779,17599
4600,17386
8336,9047
10969,17417
327,4649
1717,17023
3309,17119
1531,7462
13796,5386
3319,8749
10674,20937
1367,6231
2306,12020
2311,8232
9974,20559
15043,20415
2044,18422
16777,18991
6562,18581
6397,19340
4549,9816
6332,18912
1356,16035
1366,13323
10379,19961
8220,17540
1007,16519
12751,21115
3094,10530
5469,18266
14782,18379
7362,10861
16895,18194
9934,11657
11341,11804
9363,19891
406,16545
9493,19792
1248,7004
3606,22370
5187,14317
7388,18642
627,1313
6340,12648
4943,22438
7198,8869
1656,5595
20779,21756
3451,14250
2814,17682
10393,19111
5372,19739
12829,17764
13932,21635
2105,7866
4907,9829
17341,22132
4153,5051
11524,14241
3930,15433
14746,20827
7663,8335
17694,19432
7075,12917
3050,20862
4283,21662
9415,20205
10887,19275
6342,9503
4263,15346
6499,6872
2628,19800
10264,20715
16138,17918
22431,22160
8450,16942
3662,18852
12404,22006
19451,19380
2170,16043
1387,14371
9294,14346
5559,21065
7683,11055
6082,13790
3154,15676
4040,14746
513,20416
3070,5094
1193,14117
6878,13244
4747,15531
4382,17254
8139,11593
11804,19701
12419,15899
4502,19275
11318,17639
6422,13432
16746,18995
4671,15213
14223,15400
1934,4580
9034,15416
20465,22248
11341,16093
1638,11341
6441,16315
9677,9681
6071,6399
10440,2295
15128,22124
4799,5884
3787,10037
3630,13908
13038,14497
9319,20770
90,18906
632,7091
14317,21749
2454,14428
9294,2031
12850,20564
14591,17740
701,22092
3629,4775
9504,10391
16567,22296
15362,3903
1741,12674
1589,14495
6232,11359
2710,19949
235,14453
3118,6881
5460,21995
4987,14344
5981,19128
20916,15128
8216,20892
10261,14561
4772,15531
11118,11329
7618,14159
367,14804
6867,12393
4609,8882
911,8417
6422,15289
14451,20274
13428,20067
9759,20924
917,12408
2130,9296
8348,9189
7257,11782
20047,13212
4863,16455
9241,20465
3969,15714
909,6390
3062,15186
9643,6738
3866,17292
1300,6051
9893,18146
7269,7833
7784,19703
1518,17502
14213,17884
5307,19757
5622,6361
9079,19897
11813,16555
17153,18100
101,9034
10702,8896
5518,19989
3451,3563
4097,16198
17540,17798
12812,5047
15114,19989
15106,18525
16470,16524
1650,10437
4169,9138
2054,18542
7456,19792
7771,8791
11295,13945
1985,8537
14451,14439
15878,17953
7564,17695
57,4656
5373,10789
14181,16741
4018,22373
2991,22008
3606,14113
4451,12613
14209,15951
11497,17930
4166,18288
2354,8022
871,16869
2619,21371
13634,17848
5896,5910
3333,8667
5231,17639
9364,20865
445,16223
1872,14435
6690,4976
13575,10013
12408,20892
15069,22329
4022,22383
12513,15700
10192,19685
509,20901
13873,15734
3262,16800
14780,17056
19949,8621
1654,5458
4411,16490
7427,4320
9336,20132
3131,8191
664,21926
14361,20415
710,9572
14918,17760
7871,9669
383,14031
840,10751
6396,20128
1654,8232
1827,22460
2922,4232
13112,16895
8712,13645
2342,6925
4855,19992
3820,8976
3862,17075
1515,15511
4429,17386
3398,19781
13608,17284
1877,6181
2566,10692
14049,22208
13164,13378
15857,13128
1323,14002
17956,21037
4751,11329
5785,20837
109,13073
3994,13418
15049,17480
4987,21729
3197,9975
14734,21129
16702,19341
8509,16721
829,10520
3062,19703
464,9069
6366,20604
2740,7219
11836,13068
7917,17507
13415,15174
2565,21663
20930,21496
1717,22446
9525,20621
3608,10214
18906,20228
9160,18974
2544,13257
664,16565
1865,7250
3732,5477
1153,14731
2483,20864
13122,16545
9878,6782
17983,20392
4967,7983
5398,17325
11054,21030
21120,18714
7745,10085
9741,14736
8883,20922
18966,19649
3520,18957
1017,3814
17065,22029
927,17783
2407,4677
16634,21662
9848,10578
8120,22023
66,3987
3838,4003
11855,6129
3094,4190
10540,12031
13853,19626
15063,15647
5212,19795
9125,14429
2085,8718
8869,11498
6733,5411
6931,21623
13553,21568
1668,4549
17603,21004
365,20092
5897,13543
17153,18052
7167,11811
3630,17544
11786,18945
5183,17631
6365,15620
15300,22248
1103,15174
2249,9654
7319,11366
3676,4738
1921,14044
7663,20506
4809,14266
9585,11003
5648,12869
17480,17656
7619,7027
4284,12698
14015,22403
16150,19941
20135,11553
16774,17695
5989,11989
16725,16043
19919,20079
365,3739
20514,21696
5678,20334
13494,17347
591,3102
337,14213
3334,5510
9486,2644
94,14181
10783,12851
8257,6142
12875,17661
11253,15308
4719,15178
1654,19027
11003,6276
4440,12603
12872,14155
3558,18906
9766,21001
6338,12489
12112,9816
5361,10426
19279,20490
3606,8465
356,6544
1531,3604
14780,7091
7364,10017
12536,2452
12586,18589
2596,18514
5049,6406
17925,21269
5715,19503
1613,8018
6408,13957
2051,7103
10436,17922
374,12155
5650,12464
11460,11817
614,5064
16432,21519
387,1424
12405,21569
11140,16052
5149,9470
2499,10159
159,15174
1179,15859
7028,22428
20202,20777
301,6721
960,4423
9744,12918
7462,11102
4117,14530
8718,14778
14591,17639
5977,11534
16762,22317
9074,14671
5891,15131
12686,20097
64,13478
11030,14102
2736,17848
8267,13740
11248,18624
5165,12745
17848,19634
6633,9601
14164,17691
14718,20969
7091,15839
6859,11536
6193,21339
3171,8335
13523,11172
4825,12394
15531,16509
2544,19777
5017,7112
7138,15721
6391,20218
6552,21206
77,9603
7467,6137
10560,21803
13405,14790
101,18167
9561,21658
6581,784
8700,13300
684,6774
14694,11457
3996,5910
3614,11302
16306,20639
4686,15044
7362,16960
15644,21763
12599,14981
701,7010
8001,15902
12976,14439
7232,18000
4042,5458
15821,20621
283,17158
2612,10396
904,9659
10142,17377
13720,20374
20218,22256
12915,14892
4019,11332
4562,4863
2095,20415
14219,14493
12270,10975
2509,18153
13420,17938
741,6802
3072,20730
6980,20892
6163,22015
18214,19144
148,11846
8001,20810
8162,16437
3097,19027
17562,20672
203,6892
3878,19539
4656,16245
16799,22171
3949,4144
9606,10331
11970,11833
5212,16618
3971,9823
16086,16336
7221,21891
7476,11965
7945,13859
3853,18608
9940,6276
1627,5049
18368,10544
2106,4847
12072,12446
7596,7790
1354,9578
5785,11408
5688,20148
14467,15342
18903,20277
2619,21356
1780,20314
2410,14551
2930,18061
9496,5953
14082,15236
14274,15878
12704,19515
3201,13735
1997,21631
901,9035
7325,11538
3533,15130
8188,15986
6390,13039
2495,8282
2652,13001
3608,4671
365,2664
2773,9681
8477,18396
2639,7833
10685,14898
5458,11756
3390,22012
12980,14207
10582,14836
8049,12464
10418,10618
2553,9352
9397,12053
7556,10379
961,20343
3861,4162
1733,11231
2873,22428
10468,20586
17001,19608
12877,21325
496,9117
1087,5212
364,14293
4536,5929
4907,14566
20452,21443
14104,14467
6058,22094
15896,19347
10705,15986
301,14777
2085,16869
6211,15553
2278,22100
17726,14966
10887,19961
6213,10499
2874,4689
2284,19792
12252,20362
20219,1572
2874,4502
4973,10043
1078,8572
12088,18645
546,11424
8154,8333
2245,14497
1101,7219
18473,21891
8253,8357
6325,6921
721,16668
2040,4907
14650,21204
17502,22156
3614,11479
16977,21241
9359,11426
16736,19615
8443,13206
19740,21398
1066,20415
13769,16742
14425,21120
664,18678
4032,16482
10707,14875
16153,13929
15114,16188
16131,21315
16093,18777
13897,17542
20135,18553
12548,20653
4220,4992
11277,19992
4660,14334
14619,18738
7600,17056
7276,11579
10383,17164
5918,12176
14744,21380
11086,21747
18440,18827
7017,10643
12997,15406
15110,8216
12071,15188
7457,19079
6549,16329
10770,20252
2282,17740
1873,15657
2252,20244
3669,21120
9759,22280
1531,11557
12502,12522
2355,11436
5437,12674
218,18541
10665,13323
2897,13555
4579,21729
15842,18520
19069,19545
13831,19489
6565,19704
799,13294
5503,9645
10833,11694
11389,13361
11472,14694
643,3075
1402,17589
2736,20762
18516,19304
2163,22147
4922,8665
21339,21601
14860,16370
6453,10544
15130,16554
10002,16791
4204,14451
176,15046
13928,10468
3125,8719
8756,13796
614,17983
12226,19955
8314,14054
8159,13314
11027,15379
1387,14966
13582,14836
6318,20510
1665,17780
20663,22386
113,6427
1118,4096
6160,20435
4672,4689
15361,21874
961,9939
2959,13537
4484,14148
5064,18146
5159,8103
13462,18693
12567,15680
10210,21105
7765,8770
5755,7765
17672,17798
11389,21385
1303,3722
4484,18991
7359,17185
1929,6558
7487,10972
350,2673
16869,17357
1907,14426
11140,16478
10424,18597
5354,9934
8997,16028
1542,10995
11239,21550
3679,19795
5869,10853
2812,13899
543,11265
11430,16258
8209,17071
1618,7978
3318,15777
18718,14502
1123,19870
8691,9731
391,8367
3194,4470
19776,21512
1209,3097
16615,6045
5147,21280
5943,19992
1883,2268
13854,18903
12740,18448
14497,19551
487,16143
12017,18512
701,2819
4225,22373
5335,6795
10122,11193
8517,9503
12677,18119
3691,6551
21308,15064
14321,17208
4204,16960
917,16470
9019,21096
10973,14804
15141,21569
8482,20433
16650,7525
3398,11786
18541,15402
11416,22115
930,2043
1877,5339
522,1169
5682,5513
12729,14850
9018,22329
5808,9038
197,14213
4338,7589
2306,6107
3955,19276
1461,6244
18158,22308
7055,12658
12252,21438
12199,21307
21675,17443
11064,17873
15694,13992
1573,17056
1615,17374
8257,11707
2597,16482
10368,9505
3073,10065
1480,5248
5124,21677
19596,18305
12331,22141
154,701
4390,5700
3343,7448
8598,10288
1012,10212
17860,20798
600,7860
4786,9943
3885,12870
14707,5654
2233,17172
20824,22266
14090,16036
3067,15299
13908,21385
7151,14577
1094,2239
14790,15884
8881,20052
7887,12283
16013,6713
4527,9996
3062,3713
15081,16809
767,17384
5623,19623
7645,17248
8517,21384
4220,9287
6086,21926
4609,19894
17332,21803
437,3048
11402,10621
1515,12749
18787,20810
572,5149
2773,2942
12938,18659
2399,10201
9682,8081
13294,8236
10917,22375
11719,11585
3070,19653
8305,8682
12096,15937
3067,6782
6402,22100
524,4440
10117,20116
1037,8675
14364,19011
12157,19908
3319,10788
626,4235
863,6932
3499,15313
4077,17591
6706,21681
1771,19667
9215,19588
20128,2025
1303,8572
17258,21856
14234,19649
9736,13602
187,13053
16895,21496
16938,20811
2323,8872
5289,18338
891,2093
11969,19053
1271,6160
10705,22175
8792,21462
3395,17056
3521,20864
6441,21729
9262,1917
8447,9890
10666,18390
4465,15402
7557,7856
8454,14181
2219,20956
17454,19805
7336,17523
3584,17983
4693,18475
22455,15760
8679,21445
1964,2024
21584,21895
8049,8519
16093,22398
7905,13114
18766,11315
12749,11185
7422,20131
15509,20743
6910,20322
6409,21729
11734,21339
6444,18448
5480,20344
6904,13577
11131,11533
21211,20566
17674,17727
2327,18512
15323,21323
481,10197
4494,12464
12243,13021
3242,13426
7214,8172
44,2160
2429,12112
16793,20625
9319,14988
17710,20202
9164,10814
7080,11121
6959,16291
5587,9310
20096,18791
5589,9813
8260,20663
7208,15785
6819,11111
3363,15475
16272,12719
4776,16031
794,17148
14619,18438
2328,12039
4439,5123
2843,15368
5920,17841
655,14868
2114,1812
11193,12065
8019,12942
2983,12872
8139,13543
11008,21649
8395,8712
18862,20027
1501,11976
15181,16337
341,20699
16895,11376
4820,4826
7134,8312
2578,16809
11062,21708
12011,14502
1466,8932
5115,21877
16895,21121
11507,13312
7093,13352
9424,12976
5665,19877
3673,22329
14796,16635
13029,17830
3973,12432
7933,18409
17995,8641
13520,20259
2532,16105
2942,9125
10241,21764
3390,18966
983,1654
9339,20059
750,10957
4502,5650
1387,7869
2734,11719
5495,11430
16972,17695
1381,21486
4300,16254
20663,21799
18170,21344
8168,15561
5557,14701
6521,19799
3845,20513
10643,20788
88,14181
10109,11557
3474,14509
945,12648
15822,17901
9762,20752
12286,16956
2323,18749
3026,12250
4718,9634
3929,13143
17833,19384
6160,17376
8581,16907
4361,21676
6932,15073
1748,14256
9280,15354
11611,17398
5521,6685
2306,10956
3635,4347
10264,14989
19624,21600
9000,20635
13488,17123
10221,12829
2085,18966
18192,20958
8753,16490
6414,20821
1769,18693
13866,18155
11280,18375
1112,12842
412,17340
11809,20376
5011,10261
757,6441
4678,17726
9968,19589
10231,21761
5572,8763
7050,12227
15883,17784
17416,21977
1387,7289
6236,16816
2389,17764
21987,6815
915,8327
11719,10482
15236,18124
15886,19164
3689,13801
18216,21323
6211,16368
15986,16033
8546,17089
2323,6698
2389,16752
8760,19438
17780,19093
14174,16186
14856,10396
646,15246
15970,10142
9488,20708
16444,17332
2771,5460
10202,20435
326,6789
4399,5093
6993,21013
3071,8490
2608,21212
1189,15258
9173,12813
1053,18886
559,5287
496,4897
1011,8664
10288,13795
4775,7297
8322,10049
652,10460
1750,19333
1573,10783
608,2890
1683,17780
21110,16511
6014,7559
2160,11473
7090,14118
16770,19743
4071,4483
3070,20200
2767,9165
45,21536
16139,18903
5009,21479
9065,10241
7356,15644
12503,22171
1459,11514
2442,17376
6926,21512
7216,6536
14743,22403
10532,10543
8026,10986
9839,16035
10757,19222
7867,17121
7799,12285
8004,3128
14084,8499
11842,17121
14031,18015
12361,12815
486,13888
7831,19647
1803,13555
1594,3972
369,21491
6160,16434
3896,17716
72,783
5452,20141
12143,21194
1078,16857
10030,13639
18913,21371
9192,19885
4003,14186
4200,19083
6414,6625
7566,11897
1959,20291
4254,9475
917,9024
1665,7379
930,7645
10575,20928
4502,9493
3252,8601
32,9986
2252,7488
2628,7710
2497,10381
4204,20342
7248,14219
1372,7487
5942,12593
19308,21895
3584,19870
3901,8440
3311,9994
660,21438
11719,1100
4792,18393
1784,8299
9496,15056
9164,17056
11015,21020
19799,20627
16997,19063
11774,18700
6095,12765
9294,11273
4741,962
800,19457
3497,18966
13932,16948
1464,9603
1252,5618
6232,15300
1328,21338
6424,17707
9248,12521
4862,21011
16849,21993
17523,18090
9279,5945
403,20163
385,9359
13526,20835
9842,11003
3356,17685
2531,5562
19307,21027
12527,16466
1574,17889
2673,15114
7602,15744
1700,4741
12214,15427
17764,20577
12260,13120
664,4062
14049,11332
3809,7368
18645,11376
6540,17818
4204,10119
3378,7932
2628,6154
11527,18655
1650,5953
5322,11291
3122,12194
1310,20414
8041,20660
18825,19347
10827,13272
1096,7108
3066,14608
7153,17582
11231,14811
15797,18118
20313,22162
9168,9923
3270,19432
5514,20024
5499,5086
2414,13294
18111,17510
109,19470
6931,9227
20246,16186
9934,14166
11269,21414
11424,21144
211,21339
17710,20123
16499,10379
822,4137
14546,17370
1617,17646
863,2377
1229,10942
4499,15313
11804,14429
6614,10482
16433,11125
7602,11112
21995,22444
6228,14650
16508,17402
20654,22446
17567,17579
3971,7293
644,19748
3848,21157
8164,17796
16133,10241
14295,19334
522,17535
7919,9034
2983,14332
1733,1823
4511,18058
12464,7641
3154,14383
4726,19937
200,12210
4660,11049
22358,14650
8737,16519
7735,14186
1428,5339
11248,18235
4839,7415
11235,14259
2474,18856
7357,10198
95,8607
2377,5099
6818,12308
13966,21319
3062,20210
9035,14063
9319,20937
12574,13101
8903,16399
14497,21496
7945,12674
17518,21666
8893,18188
1025,12403
6551,7924
3252,12807
1817,19753
8267,16428
371,5977
5828,9370
6555,14350
12579,17876
21677,3832
5516,5636
1303,1705
11341,6045
6940,3429
1789,5045
8910,11507
5636,16688
12593,15534
15416,17744
10192,17637
2374,22403
2773,6361
4732,16167
7745,20714
2058,16688
6422,21771
8883,14044
4684,5982
20135,20246
5072,16660
356,15626
18448,20517
2337,4760
12500,21703
16036,22385
5458,19992
9220,9760
4988,12335
3906,7767
12917,20445
2235,1719
3646,9294
8606,4873
487,3218
1806,14799
13079,21242
9371,16825
679,16895
10553,15317
6058,18779
227,13981
14850,7400
14799,15135
4732,14524
12804,20957
4808,20510
961,11332
5748,20809
16741,17866
18677,21409
2606,5712
3094,10262
4061,20924
3861,9002
14769,20922
11145,11232
7785,17678
18128,19743
8677,326
1352,13519
7142,13155
20095,20116
3300,5402
963,10160
134,20076
9245,22446
15289,9235
19836,20281
3809,20246
7271,21495
5051,21371
3234,7726
4494,6232
8936,20212
13340,15735
2628,13846
4502,11123
8918,14639
4,11102
7108,22228
6232,20586
2323,20402
277,13908
3805,17512
12665,16151
12980,2593
6232,20700
1103,5650
2813,9561
805,15108
2897,14622
13709,16220
701,3579
4770,20281
2942,20586
11277,12936
4557,18506
3084,12186
10132,21928
13141,11053
10319,13312
296,6085
2137,17880
173,19594
6546,16302
10273,14259
367,3862
5228,16520
9035,10529
2483,19109
7919,20168
5217,14739
6358,6301
6441,9760
496,7565
4950,2568
47,12516
7493,10043
13945,17838
4628,17040
8117,8883
8004,16534
18518,18655
9156,22319
2528,13027
16017,9322
37,7460
4064,3821
1654,11432
17386,17542
8515,19867
22265,17148
4296,5209
3981,21274
11332,18109
16188,18842
2242,18105
16813,20481
20679,12650
11244,9220
6353,7839
8733,15559
20298,16598
8926,17148
5379,11043
5064,17780
1387,10339
1684,16749
187,7867
8216,10503
9133,21754
7361,16093
5746,20928
16559,11323
6721,6045
11527,15236
8139,8232
9319,19063
5377,14420
3476,7828
4209,5838
3029,18052
1636,2656
6721,20892
49,8911
10261,5513
3089,6562
11177,13212
365,15553
15419,10660
2281,8201
3175,21860
11804,19063
7474,11195
11449,20279
7009,12836
6313,20444
8222,19640
4378,21242
250,13187
6339,18906
8133,19245
13881,21235
7764,10157
3038,9276
17079,19133
6045,20621
4437,5695
3070,5253
4943,16960
4077,18235
6908,11014
15131,21433
7203,6972
5424,19799
4443,17603
8790,21569
827,16657
815,18382
10503,21077
3472,12664
410,19026
6720,18069
1387,17780
17145,19795
21713,21964
16721,21088
5030,11158
14703,18539
4536,7072
7062,13955
3160,21078
3677,20924
16160,8913
8831,18779
3589,12005
391,20059
9349,14671
2597,3076
5212,14878
1694,4003
6983,14497
2124,14205
452,11856
12213,17377
7166,18589
18111,18631
17392,19885
3077,5622
4359,8321
9867,16807
3527,6125
8351,18338
5131,20906
9752,20736
4439,20163
1311,14920
2121,17814
364,5272
